Order_ID,Order_Date,Order_Time,City,Warehouse_ID,Product_ID,Product_Category,Product_Name,Price,Quantity,Stock_Available,Delivery_Partner,Delivery_Time_Minutes,Customer_Rating,Payment_Method,Revenue,Month,Day,Order_Year,Order_Month,Delivery_Speed,Stock_Status
QC1334,2025-03-31,16:41,Bangalore,W6,P378,Snacks,Nachos,109,1,38,Aman,30,4.5,CARD,109,March,Monday,2025,3,Medium,In Stock
QC1335,2025-05-21,15:19,Hyderabad,W1,P980,Snacks,Nachos,81,4,3,Vikram,45,4.9,CARD,324,May,Wednesday,2025,5,Medium,Low Stock
QC1336,2025-03-24,17:51,Hyderabad,W3,P770,Snacks,Biscuits,170,1,47,Sameer,48,4.4,UPI,170,March,Monday,2025,3,Medium,In Stock
QC1337,2025-05-08,13:35,Bangalore,W6,P861,Dairy,Milk 1L,212,3,57,Suresh,30,3.1,COD,636,May,Thursday,2025,5,Medium,In Stock
QC1338,2025-02-11,20:04,Bangalore,W5,P469,Dairy,Curd,131,3,22,Sameer,42,3.1,WALLET,393,February,Tuesday,2025,2,Medium,In Stock
QC1339,2025-03-04,14:42,Delhi,W6,P960,Frozen,Ice Cream,227,4,32,Aman,12,3.6,COD,908,March,Tuesday,2025,3,Fast,In Stock
QC1340,2025-01-09,09:28,Pune,W2,P768,Beverages,Juice,176,2,16,Aman,46,3.2,WALLET,352,January,Thursday,2025,1,Medium,Low Stock
QC1341,2025-03-31,10:56,Chennai,W5,P131,Fruits,Banana,159,5,20,Karthik,24,5.0,COD,795,March,Monday,2025,3,Fast,In Stock
QC1342,2025-05-10,15:19,Delhi,W4,P808,Beverages,Energy Drink,83,5,23,Aman,30,3.9,COD,415,May,Saturday,2025,5,Medium,In Stock
QC1343,2025-02-20,15:41,Pune,W3,P437,Beverages,Energy Drink,215,5,13,Suresh,13,4.9,WALLET,1075,February,Thursday,2025,2,Fast,Low Stock
QC1344,2025-02-21,13:03,Delhi,W6,P363,Fruits,Orange,58,3,0,Vikram,40,3.5,CARD,174,February,Friday,2025,2,Medium,Low Stock
QC1345,2025-02-10,16:33,Delhi,W4,P401,Frozen,Ice Cream,112,2,55,Ravi,24,3.6,WALLET,224,February,Monday,2025,2,Fast,In Stock
QC1346,2025-04-03,14:17,Bangalore,W5,P525,Snacks,Nachos,176,2,13,Karthik,13,3.8,CARD,352,April,Thursday,2025,4,Fast,Low Stock
QC1347,2025-03-07,13:16,Hyderabad,W1,P537,Snacks,Potato Chips,54,5,21,Ravi,36,4.3,CARD,270,March,Friday,2025,3,Medium,In Stock
QC1348,2025-05-26,11:19,Hyderabad,W1,P891,Frozen,Ice Cream,165,1,22,Sameer,31,3.6,CARD,165,May,Monday,2025,5,Medium,In Stock
QC1349,2025-06-17,22:21,Bangalore,W5,P387,Bakery,Cake,73,2,24,Aman,31,4.3,WALLET,146,June,Tuesday,2025,6,Medium,In Stock
QC1350,2025-06-06,19:31,Chennai,W5,P768,Dairy,Milk 1L,220,5,44,Karthik,31,4.0,CARD,1100,June,Friday,2025,6,Medium,In Stock
QC1351,2025-04-08,13:13,Bangalore,W1,P267,Fruits,Apple,236,3,14,Vikram,19,4.2,COD,708,April,Tuesday,2025,4,Fast,Low Stock
QC1352,2025-03-01,18:09,Bangalore,W4,P435,Snacks,Biscuits,159,1,19,Rahul,34,3.8,UPI,159,March,Saturday,2025,3,Medium,Low Stock
QC1353,2025-03-29,13:31,Bangalore,W3,P856,Snacks,Potato Chips,236,5,45,Vikram,23,4.0,UPI,1180,March,Saturday,2025,3,Fast,In Stock
QC1354,2025-02-14,09:00,Pune,W1,P349,Snacks,Potato Chips,97,1,21,Aman,50,5.0,COD,97,February,Friday,2025,2,Medium,In Stock
QC1355,2025-04-28,16:23,Mumbai,W4,P558,Dairy,Curd,230,1,0,Ravi,29,4.4,WALLET,230,April,Monday,2025,4,Fast,Low Stock
QC1356,2025-04-20,12:02,Chennai,W4,P570,Dairy,Butter,148,2,1,Arjun,48,3.4,WALLET,296,April,Sunday,2025,4,Medium,Low Stock
QC1357,2025-03-17,08:57,Bangalore,W6,P106,Fruits,Apple,140,3,8,Sameer,47,3.4,WALLET,420,March,Monday,2025,3,Medium,Low Stock
QC1358,2025-05-07,16:00,Pune,W6,P664,Dairy,Milk 1L,165,1,55,Suresh,39,3.9,UPI,165,May,Wednesday,2025,5,Medium,In Stock
QC1359,2025-03-11,16:38,Hyderabad,W4,P248,Frozen,Frozen Peas,218,1,6,Karthik,50,4.8,WALLET,218,March,Tuesday,2025,3,Medium,Low Stock
QC1360,2025-03-06,18:41,Mumbai,W2,P137,Frozen,Frozen Peas,52,3,50,Vikram,10,4.0,WALLET,156,March,Thursday,2025,3,Fast,In Stock
QC1361,2025-03-11,14:21,Hyderabad,W2,P580,Frozen,Frozen Peas,98,1,20,Vikram,39,3.5,WALLET,98,March,Tuesday,2025,3,Medium,In Stock
QC1362,2025-01-10,08:17,Delhi,W3,P588,Frozen,Frozen Peas,247,1,60,Suresh,18,4.6,COD,247,January,Friday,2025,1,Fast,In Stock
QC1363,2025-05-28,11:18,Delhi,W5,P571,Fruits,Orange,191,3,24,Vikram,24,3.2,CARD,573,May,Wednesday,2025,5,Fast,In Stock
QC1364,2025-05-16,21:18,Pune,W5,P441,Beverages,Soft Drink,173,2,55,Ravi,36,3.8,COD,346,May,Friday,2025,5,Medium,In Stock
QC1365,2025-03-07,11:13,Pune,W6,P396,Dairy,Butter,168,3,45,Ravi,30,3.5,WALLET,504,March,Friday,2025,3,Medium,In Stock
QC1366,2025-04-11,23:17,Mumbai,W5,P580,Beverages,Energy Drink,94,4,34,Vikram,12,4.5,COD,376,April,Friday,2025,4,Fast,In Stock
QC1367,2025-02-13,21:37,Delhi,W4,P421,Bakery,Bread,87,5,51,Rahul,33,3.8,COD,435,February,Thursday,2025,2,Medium,In Stock
QC1368,2025-03-17,21:42,Hyderabad,W2,P917,Snacks,Nachos,196,3,39,Karthik,48,3.5,UPI,588,March,Monday,2025,3,Medium,In Stock
QC1369,2025-01-11,16:56,Pune,W4,P537,Beverages,Soft Drink,186,1,19,Vikram,40,4.3,COD,186,January,Saturday,2025,1,Medium,Low Stock
QC1370,2025-01-04,11:02,Pune,W6,P543,Frozen,Ice Cream,141,2,8,Suresh,20,3.5,UPI,282,January,Saturday,2025,1,Fast,Low Stock
QC1371,2025-01-05,10:26,Delhi,W4,P112,Fruits,Banana,153,4,36,Vikram,41,3.4,COD,612,January,Sunday,2025,1,Medium,In Stock
QC1372,2025-01-06,10:40,Chennai,W5,P466,Snacks,Nachos,191,3,26,Arjun,34,3.5,WALLET,573,January,Monday,2025,1,Medium,In Stock
QC1373,2025-05-08,19:03,Pune,W4,P338,Beverages,Soft Drink,147,1,15,Vikram,26,4.5,UPI,147,May,Thursday,2025,5,Fast,Low Stock
QC1374,2025-01-14,11:13,Chennai,W2,P985,Beverages,Energy Drink,41,4,42,Suresh,21,3.3,WALLET,164,January,Tuesday,2025,1,Fast,In Stock
QC1375,2025-01-03,20:24,Pune,W5,P622,Bakery,Bread,250,1,52,Vikram,44,3.5,CARD,250,January,Friday,2025,1,Medium,In Stock
QC1376,2025-04-21,22:51,Hyderabad,W2,P547,Beverages,Energy Drink,105,4,11,Karthik,14,4.9,CARD,420,April,Monday,2025,4,Fast,Low Stock
QC1377,2025-04-03,18:39,Delhi,W3,P756,Beverages,Energy Drink,177,2,45,Arjun,31,4.8,COD,354,April,Thursday,2025,4,Medium,In Stock
QC1378,2025-02-04,19:07,Pune,W2,P598,Dairy,Butter,147,2,43,Suresh,30,3.5,WALLET,294,February,Tuesday,2025,2,Medium,In Stock
QC1379,2025-05-17,12:15,Delhi,W4,P108,Dairy,Butter,179,1,59,Aman,33,4.8,WALLET,179,May,Saturday,2025,5,Medium,In Stock
QC1380,2025-02-25,09:48,Bangalore,W3,P386,Dairy,Curd,237,1,32,Aman,10,3.8,COD,237,February,Tuesday,2025,2,Fast,In Stock
QC1381,2025-06-12,23:28,Mumbai,W3,P991,Snacks,Biscuits,122,2,15,Arjun,50,3.3,UPI,244,June,Thursday,2025,6,Medium,Low Stock
QC1382,2025-03-11,11:01,Pune,W3,P106,Bakery,Bread,143,5,12,Aman,42,3.2,CARD,715,March,Tuesday,2025,3,Medium,Low Stock
QC1383,2025-03-14,19:44,Bangalore,W4,P453,Frozen,Frozen Peas,108,2,41,Rahul,30,3.6,COD,216,March,Friday,2025,3,Medium,In Stock
QC1384,2025-05-11,13:07,Mumbai,W3,P629,Frozen,Ice Cream,230,3,44,Sameer,31,3.9,UPI,690,May,Sunday,2025,5,Medium,In Stock
QC1385,2025-02-13,18:14,Mumbai,W1,P333,Snacks,Potato Chips,154,5,12,Karthik,39,3.9,WALLET,770,February,Thursday,2025,2,Medium,Low Stock
QC1386,2025-02-05,13:55,Chennai,W1,P299,Dairy,Milk 1L,130,4,9,Ravi,32,4.3,CARD,520,February,Wednesday,2025,2,Medium,Low Stock
QC1387,2025-05-14,09:30,Delhi,W4,P756,Fruits,Orange,205,2,37,Sameer,36,4.1,COD,410,May,Wednesday,2025,5,Medium,In Stock
QC1388,2025-03-30,12:50,Hyderabad,W2,P985,Fruits,Apple,204,3,1,Aman,22,3.9,WALLET,612,March,Sunday,2025,3,Fast,Low Stock
QC1389,2025-02-24,17:03,Delhi,W5,P697,Beverages,Juice,236,2,49,Ravi,41,3.2,UPI,472,February,Monday,2025,2,Medium,In Stock
QC1390,2025-06-22,15:00,Pune,W1,P470,Snacks,Potato Chips,122,3,57,Ravi,49,3.4,WALLET,366,June,Sunday,2025,6,Medium,In Stock
QC1391,2025-03-15,17:43,Bangalore,W5,P588,Snacks,Potato Chips,159,2,2,Aman,46,3.3,CARD,318,March,Saturday,2025,3,Medium,Low Stock
QC1392,2025-04-09,11:08,Bangalore,W4,P751,Snacks,Nachos,223,4,28,Karthik,50,4.9,CARD,892,April,Wednesday,2025,4,Medium,In Stock
QC1393,2025-03-01,19:57,Pune,W3,P443,Fruits,Orange,199,4,0,Suresh,38,3.7,CARD,796,March,Saturday,2025,3,Medium,Low Stock
QC1394,2025-03-10,14:13,Chennai,W4,P764,Beverages,Juice,54,5,6,Arjun,34,4.6,COD,270,March,Monday,2025,3,Medium,Low Stock
QC1395,2025-03-01,09:50,Chennai,W6,P500,Snacks,Nachos,218,4,33,Karthik,23,4.5,WALLET,872,March,Saturday,2025,3,Fast,In Stock
QC1396,2025-05-03,16:04,Bangalore,W2,P949,Beverages,Energy Drink,241,3,19,Vikram,14,4.2,COD,723,May,Saturday,2025,5,Fast,Low Stock
QC1397,2025-04-12,19:28,Pune,W1,P865,Bakery,Bread,150,5,46,Vikram,15,4.9,WALLET,750,April,Saturday,2025,4,Fast,In Stock
QC1398,2025-04-22,22:19,Delhi,W3,P699,Fruits,Apple,218,5,36,Rahul,30,3.3,WALLET,1090,April,Tuesday,2025,4,Medium,In Stock
QC1399,2025-05-24,17:18,Pune,W1,P735,Beverages,Soft Drink,238,5,6,Suresh,17,4.2,COD,1190,May,Saturday,2025,5,Fast,Low Stock
QC1400,2025-06-03,10:25,Delhi,W1,P842,Bakery,Bread,93,5,20,Suresh,20,3.7,WALLET,465,June,Tuesday,2025,6,Fast,In Stock
QC1401,2025-05-17,10:15,Hyderabad,W1,P368,Fruits,Apple,197,2,49,Ravi,10,3.4,UPI,394,May,Saturday,2025,5,Fast,In Stock
QC1402,2025-06-22,14:06,Bangalore,W4,P479,Frozen,Ice Cream,152,1,46,Sameer,28,4.4,WALLET,152,June,Sunday,2025,6,Fast,In Stock
QC1403,2025-03-03,19:06,Pune,W1,P840,Dairy,Butter,102,3,31,Karthik,44,3.6,UPI,306,March,Monday,2025,3,Medium,In Stock
QC1404,2025-03-26,22:21,Chennai,W2,P936,Beverages,Juice,46,2,5,Ravi,18,4.4,CARD,92,March,Wednesday,2025,3,Fast,Low Stock
QC1405,2025-01-03,15:42,Delhi,W4,P403,Bakery,Cake,166,3,27,Ravi,20,4.6,UPI,498,January,Friday,2025,1,Fast,In Stock
QC1406,2025-05-17,20:07,Pune,W5,P278,Snacks,Nachos,62,3,26,Vikram,31,3.5,UPI,186,May,Saturday,2025,5,Medium,In Stock
QC1407,2025-06-19,16:53,Bangalore,W1,P111,Dairy,Milk 1L,161,5,50,Aman,30,3.0,WALLET,805,June,Thursday,2025,6,Medium,In Stock
QC1408,2025-04-21,12:06,Pune,W3,P146,Snacks,Biscuits,41,3,2,Rahul,29,4.4,WALLET,123,April,Monday,2025,4,Fast,Low Stock
QC1409,2025-03-17,11:16,Chennai,W5,P635,Dairy,Butter,242,3,48,Karthik,27,4.4,CARD,726,March,Monday,2025,3,Fast,In Stock
QC1410,2025-05-18,21:32,Hyderabad,W6,P469,Beverages,Juice,120,4,7,Ravi,18,3.3,CARD,480,May,Sunday,2025,5,Fast,Low Stock
QC1411,2025-03-16,21:23,Delhi,W4,P740,Fruits,Apple,193,5,32,Karthik,48,3.5,COD,965,March,Sunday,2025,3,Medium,In Stock
QC1412,2025-06-23,19:41,Delhi,W1,P625,Bakery,Cake,154,3,7,Karthik,31,4.4,WALLET,462,June,Monday,2025,6,Medium,Low Stock
QC1413,2025-01-18,19:14,Pune,W4,P320,Fruits,Apple,96,2,1,Suresh,25,3.3,COD,192,January,Saturday,2025,1,Fast,Low Stock
QC1414,2025-02-25,12:05,Chennai,W3,P757,Fruits,Banana,62,3,9,Ravi,33,3.2,COD,186,February,Tuesday,2025,2,Medium,Low Stock
QC1415,2025-01-05,13:10,Chennai,W4,P277,Fruits,Orange,210,3,40,Rahul,27,3.7,WALLET,630,January,Sunday,2025,1,Fast,In Stock
QC1416,2025-01-05,12:46,Chennai,W4,P551,Snacks,Biscuits,88,1,9,Aman,46,3.2,WALLET,88,January,Sunday,2025,1,Medium,Low Stock
QC1417,2025-03-06,23:22,Hyderabad,W2,P230,Bakery,Cake,102,3,51,Rahul,17,4.1,CARD,306,March,Thursday,2025,3,Fast,In Stock
QC1418,2025-04-02,09:33,Pune,W4,P175,Beverages,Juice,111,4,0,Suresh,39,3.9,UPI,444,April,Wednesday,2025,4,Medium,Low Stock
QC1419,2025-04-27,11:55,Delhi,W1,P320,Bakery,Bread,178,5,49,Sameer,33,3.9,UPI,890,April,Sunday,2025,4,Medium,In Stock
QC1420,2025-02-12,21:55,Pune,W1,P154,Snacks,Nachos,224,4,17,Sameer,25,4.1,CARD,896,February,Wednesday,2025,2,Fast,Low Stock
QC1421,2025-02-19,13:18,Chennai,W1,P914,Beverages,Juice,141,2,8,Aman,36,4.9,UPI,282,February,Wednesday,2025,2,Medium,Low Stock
QC1422,2025-03-09,10:24,Bangalore,W5,P312,Beverages,Juice,41,4,4,Suresh,30,3.4,WALLET,164,March,Sunday,2025,3,Medium,Low Stock
QC1423,2025-05-29,20:50,Hyderabad,W5,P549,Dairy,Milk 1L,189,1,51,Rahul,12,4.1,UPI,189,May,Thursday,2025,5,Fast,In Stock
QC1424,2025-03-19,14:36,Pune,W1,P592,Snacks,Biscuits,141,5,28,Arjun,49,3.3,UPI,705,March,Wednesday,2025,3,Medium,In Stock
QC1425,2025-04-27,18:09,Chennai,W2,P100,Frozen,Ice Cream,153,5,2,Vikram,24,4.2,WALLET,765,April,Sunday,2025,4,Fast,Low Stock
QC1426,2025-04-03,20:17,Chennai,W6,P309,Bakery,Bread,231,1,18,Vikram,31,4.0,COD,231,April,Thursday,2025,4,Medium,Low Stock
QC1427,2025-01-28,12:13,Chennai,W1,P251,Dairy,Curd,31,2,23,Rahul,47,4.4,UPI,62,January,Tuesday,2025,1,Medium,In Stock
QC1428,2025-01-16,11:27,Hyderabad,W6,P724,Bakery,Buns,134,4,49,Rahul,21,4.4,COD,536,January,Thursday,2025,1,Fast,In Stock
QC1429,2025-01-22,22:27,Mumbai,W5,P372,Frozen,Ice Cream,47,1,52,Ravi,45,3.1,COD,47,January,Wednesday,2025,1,Medium,In Stock
QC1430,2025-04-07,15:01,Pune,W2,P739,Dairy,Milk 1L,192,1,54,Ravi,33,3.1,WALLET,192,April,Monday,2025,4,Medium,In Stock
QC1431,2025-03-18,17:08,Chennai,W1,P191,Frozen,Frozen Peas,91,3,60,Rahul,26,4.8,WALLET,273,March,Tuesday,2025,3,Fast,In Stock
QC1432,2025-01-14,18:27,Delhi,W1,P494,Bakery,Cake,36,2,2,Karthik,16,3.5,CARD,72,January,Tuesday,2025,1,Fast,Low Stock
QC1433,2025-05-28,09:25,Hyderabad,W4,P232,Frozen,Frozen Peas,72,5,29,Vikram,49,4.6,WALLET,360,May,Wednesday,2025,5,Medium,In Stock
QC1434,2025-04-03,15:01,Pune,W6,P391,Frozen,Frozen Peas,109,3,9,Ravi,16,4.3,UPI,327,April,Thursday,2025,4,Fast,Low Stock
QC1435,2025-06-20,12:52,Pune,W3,P736,Beverages,Energy Drink,218,2,4,Vikram,44,4.2,COD,436,June,Friday,2025,6,Medium,Low Stock
QC1436,2025-05-06,17:18,Hyderabad,W6,P318,Frozen,Frozen Peas,81,4,12,Aman,10,4.1,WALLET,324,May,Tuesday,2025,5,Fast,Low Stock
QC1437,2025-01-28,23:27,Mumbai,W5,P419,Snacks,Biscuits,76,5,23,Ravi,15,4.1,WALLET,380,January,Tuesday,2025,1,Fast,In Stock
QC1438,2025-04-12,08:33,Chennai,W1,P437,Beverages,Soft Drink,129,1,3,Vikram,33,4.4,UPI,129,April,Saturday,2025,4,Medium,Low Stock
QC1439,2025-06-23,19:04,Mumbai,W1,P304,Bakery,Buns,124,4,11,Vikram,34,3.0,CARD,496,June,Monday,2025,6,Medium,Low Stock
QC1440,2025-01-01,14:27,Mumbai,W1,P458,Beverages,Energy Drink,208,3,27,Aman,50,4.1,CARD,624,January,Wednesday,2025,1,Medium,In Stock
QC1441,2025-03-17,14:10,Mumbai,W3,P720,Fruits,Apple,56,3,3,Suresh,25,4.5,UPI,168,March,Monday,2025,3,Fast,Low Stock
QC1442,2025-02-18,08:45,Pune,W5,P345,Bakery,Cake,163,2,28,Suresh,16,3.5,CARD,326,February,Tuesday,2025,2,Fast,In Stock
QC1443,2025-03-01,17:48,Pune,W3,P871,Beverages,Soft Drink,78,4,0,Aman,33,3.6,WALLET,312,March,Saturday,2025,3,Medium,Low Stock
QC1444,2025-05-10,17:14,Bangalore,W2,P471,Snacks,Biscuits,235,5,26,Karthik,23,4.4,CARD,1175,May,Saturday,2025,5,Fast,In Stock
QC1445,2025-04-25,20:08,Hyderabad,W1,P804,Bakery,Bread,64,1,0,Ravi,49,4.3,CARD,64,April,Friday,2025,4,Medium,Low Stock
QC1446,2025-06-14,10:14,Hyderabad,W3,P258,Beverages,Energy Drink,50,5,44,Sameer,50,4.5,WALLET,250,June,Saturday,2025,6,Medium,In Stock
QC1447,2025-02-17,13:18,Chennai,W3,P233,Dairy,Curd,196,1,26,Rahul,40,4.9,WALLET,196,February,Monday,2025,2,Medium,In Stock
QC1448,2025-03-21,23:01,Mumbai,W6,P393,Frozen,Ice Cream,115,2,52,Vikram,21,4.4,COD,230,March,Friday,2025,3,Fast,In Stock
QC1449,2025-01-20,21:52,Delhi,W3,P775,Snacks,Nachos,125,1,34,Arjun,32,3.4,UPI,125,January,Monday,2025,1,Medium,In Stock
QC1450,2025-03-05,12:25,Mumbai,W2,P812,Fruits,Orange,43,5,3,Suresh,48,3.5,CARD,215,March,Wednesday,2025,3,Medium,Low Stock
QC1451,2025-03-11,13:44,Chennai,W2,P171,Bakery,Buns,75,4,40,Sameer,29,4.6,COD,300,March,Tuesday,2025,3,Fast,In Stock
QC1452,2025-01-28,11:02,Mumbai,W5,P162,Fruits,Banana,34,2,44,Suresh,25,3.9,UPI,68,January,Tuesday,2025,1,Fast,In Stock
QC1453,2025-05-22,12:51,Mumbai,W1,P531,Bakery,Cake,152,1,11,Sameer,21,3.9,CARD,152,May,Thursday,2025,5,Fast,Low Stock
QC1454,2025-03-10,10:01,Pune,W1,P980,Fruits,Banana,246,4,16,Vikram,15,3.2,UPI,984,March,Monday,2025,3,Fast,Low Stock
QC1455,2025-05-28,13:19,Mumbai,W6,P190,Fruits,Orange,138,1,57,Rahul,14,4.9,COD,138,May,Wednesday,2025,5,Fast,In Stock
QC1456,2025-03-16,13:46,Chennai,W1,P123,Frozen,Frozen Peas,217,5,27,Sameer,28,3.9,COD,1085,March,Sunday,2025,3,Fast,In Stock
QC1457,2025-03-15,10:12,Hyderabad,W1,P424,Fruits,Orange,196,2,6,Suresh,19,4.3,UPI,392,March,Saturday,2025,3,Fast,Low Stock
QC1458,2025-01-17,15:09,Hyderabad,W4,P811,Fruits,Orange,48,5,43,Rahul,23,4.7,UPI,240,January,Friday,2025,1,Fast,In Stock
QC1459,2025-03-02,22:49,Bangalore,W6,P264,Snacks,Potato Chips,132,1,21,Karthik,16,4.9,COD,132,March,Sunday,2025,3,Fast,In Stock
QC1460,2025-01-01,14:53,Mumbai,W2,P871,Beverages,Soft Drink,128,3,48,Rahul,45,4.1,CARD,384,January,Wednesday,2025,1,Medium,In Stock
QC1461,2025-04-24,11:49,Mumbai,W3,P613,Snacks,Potato Chips,247,4,41,Aman,41,4.4,UPI,988,April,Thursday,2025,4,Medium,In Stock
QC1462,2025-03-17,19:40,Bangalore,W3,P642,Fruits,Apple,91,1,12,Arjun,39,3.9,WALLET,91,March,Monday,2025,3,Medium,Low Stock
QC1463,2025-04-08,16:59,Chennai,W2,P115,Dairy,Milk 1L,177,3,48,Arjun,19,4.5,CARD,531,April,Tuesday,2025,4,Fast,In Stock
QC1464,2025-06-02,23:05,Pune,W5,P901,Frozen,Frozen Peas,109,3,21,Ravi,31,3.1,CARD,327,June,Monday,2025,6,Medium,In Stock
QC1465,2025-01-25,10:34,Mumbai,W3,P973,Frozen,Ice Cream,190,1,5,Arjun,49,3.2,WALLET,190,January,Saturday,2025,1,Medium,Low Stock
QC1466,2025-03-12,14:02,Pune,W3,P561,Frozen,Frozen Peas,114,1,28,Karthik,34,3.9,COD,114,March,Wednesday,2025,3,Medium,In Stock
QC1467,2025-03-10,22:11,Pune,W2,P254,Dairy,Curd,177,3,19,Arjun,24,4.2,CARD,531,March,Monday,2025,3,Fast,Low Stock
QC1468,2025-05-23,23:44,Delhi,W5,P853,Frozen,Frozen Peas,156,2,8,Vikram,26,3.4,COD,312,May,Friday,2025,5,Fast,Low Stock
QC1469,2025-05-31,22:20,Mumbai,W6,P219,Fruits,Orange,191,4,32,Ravi,26,4.3,CARD,764,May,Saturday,2025,5,Fast,In Stock
QC1470,2025-03-25,11:08,Chennai,W6,P280,Beverages,Juice,212,1,57,Ravi,21,4.1,UPI,212,March,Tuesday,2025,3,Fast,In Stock
QC1471,2025-04-26,19:40,Hyderabad,W1,P595,Fruits,Banana,136,1,57,Arjun,26,3.3,WALLET,136,April,Saturday,2025,4,Fast,In Stock
QC1472,2025-06-29,20:52,Hyderabad,W3,P730,Frozen,Frozen Peas,101,5,7,Arjun,50,3.1,CARD,505,June,Sunday,2025,6,Medium,Low Stock
QC1473,2025-03-21,18:44,Chennai,W6,P330,Frozen,Frozen Peas,107,4,27,Vikram,46,3.2,CARD,428,March,Friday,2025,3,Medium,In Stock
QC1474,2025-06-25,17:01,Chennai,W4,P423,Bakery,Cake,139,1,44,Sameer,13,3.2,COD,139,June,Wednesday,2025,6,Fast,In Stock
QC1475,2025-05-22,08:22,Pune,W4,P634,Bakery,Bread,249,5,14,Sameer,47,4.9,UPI,1245,May,Thursday,2025,5,Medium,Low Stock
QC1476,2025-04-13,10:26,Delhi,W3,P526,Fruits,Apple,205,2,49,Karthik,35,3.9,COD,410,April,Sunday,2025,4,Medium,In Stock
QC1477,2025-06-20,12:19,Pune,W5,P775,Snacks,Biscuits,170,3,42,Vikram,26,4.0,COD,510,June,Friday,2025,6,Fast,In Stock
QC1478,2025-04-17,19:43,Chennai,W2,P733,Frozen,Ice Cream,135,2,16,Ravi,41,3.5,COD,270,April,Thursday,2025,4,Medium,Low Stock
QC1479,2025-03-28,08:13,Pune,W6,P352,Beverages,Soft Drink,143,1,14,Sameer,44,3.1,UPI,143,March,Friday,2025,3,Medium,Low Stock
QC1480,2025-02-01,11:59,Pune,W1,P398,Beverages,Juice,225,5,4,Ravi,41,4.2,COD,1125,February,Saturday,2025,2,Medium,Low Stock
QC1481,2025-04-13,12:16,Hyderabad,W4,P674,Frozen,Ice Cream,204,2,7,Suresh,16,4.7,COD,408,April,Sunday,2025,4,Fast,Low Stock
QC1482,2025-01-14,15:27,Delhi,W3,P641,Dairy,Milk 1L,122,2,30,Sameer,17,4.2,COD,244,January,Tuesday,2025,1,Fast,In Stock
QC1483,2025-03-16,11:02,Mumbai,W2,P985,Fruits,Orange,111,4,29,Suresh,28,3.7,COD,444,March,Sunday,2025,3,Fast,In Stock
QC1484,2025-04-09,20:44,Pune,W4,P732,Bakery,Buns,209,5,24,Arjun,19,4.1,COD,1045,April,Wednesday,2025,4,Fast,In Stock
QC1485,2025-05-19,19:16,Delhi,W5,P407,Bakery,Cake,149,3,39,Sameer,13,4.1,UPI,447,May,Monday,2025,5,Fast,In Stock
QC1486,2025-05-07,11:11,Mumbai,W1,P416,Dairy,Butter,152,5,58,Karthik,31,5.0,COD,760,May,Wednesday,2025,5,Medium,In Stock
QC1487,2025-03-15,23:39,Mumbai,W1,P497,Frozen,Ice Cream,154,5,55,Ravi,42,4.6,CARD,770,March,Saturday,2025,3,Medium,In Stock
QC1488,2025-03-20,22:46,Hyderabad,W6,P564,Dairy,Curd,184,3,19,Suresh,47,4.4,UPI,552,March,Thursday,2025,3,Medium,Low Stock
QC1489,2025-01-13,19:32,Delhi,W5,P356,Fruits,Orange,184,4,21,Karthik,42,4.4,COD,736,January,Monday,2025,1,Medium,In Stock
QC1490,2025-01-26,19:01,Hyderabad,W1,P662,Frozen,Ice Cream,209,5,15,Arjun,25,3.6,CARD,1045,January,Sunday,2025,1,Fast,Low Stock
QC1491,2025-03-24,21:37,Hyderabad,W1,P519,Beverages,Juice,188,5,11,Arjun,13,4.5,COD,940,March,Monday,2025,3,Fast,Low Stock
QC1492,2025-05-22,19:31,Pune,W6,P902,Fruits,Orange,89,1,11,Sameer,22,4.8,COD,89,May,Thursday,2025,5,Fast,Low Stock
QC1493,2025-02-16,08:03,Delhi,W5,P912,Fruits,Orange,91,3,37,Suresh,45,4.1,CARD,273,February,Sunday,2025,2,Medium,In Stock
QC1494,2025-03-27,10:50,Pune,W4,P549,Snacks,Biscuits,93,2,1,Arjun,25,4.3,CARD,186,March,Thursday,2025,3,Fast,Low Stock
QC1495,2025-05-09,23:18,Delhi,W1,P453,Snacks,Nachos,69,5,2,Ravi,47,3.1,COD,345,May,Friday,2025,5,Medium,Low Stock
QC1496,2025-01-29,19:14,Delhi,W2,P891,Fruits,Orange,99,3,52,Ravi,15,3.0,COD,297,January,Wednesday,2025,1,Fast,In Stock
QC1497,2025-01-03,09:51,Delhi,W6,P964,Fruits,Banana,125,2,27,Vikram,15,3.9,COD,250,January,Friday,2025,1,Fast,In Stock
QC1498,2025-06-17,19:35,Delhi,W6,P260,Dairy,Milk 1L,165,3,32,Aman,38,4.5,COD,495,June,Tuesday,2025,6,Medium,In Stock
QC1499,2025-02-16,17:06,Pune,W2,P566,Bakery,Buns,222,4,24,Aman,10,4.1,UPI,888,February,Sunday,2025,2,Fast,In Stock
QC1500,2025-01-15,12:35,Hyderabad,W1,P362,Beverages,Juice,237,4,7,Suresh,35,4.2,COD,948,January,Wednesday,2025,1,Medium,Low Stock
QC1501,2025-05-25,09:55,Pune,W4,P553,Fruits,Apple,213,5,48,Vikram,24,3.8,COD,1065,May,Sunday,2025,5,Fast,In Stock
